id,ip_type,title,inventor,summary,tech_type,url,contact,organization
"9337","Licensable Technology","Microcontact printing","Trumper, David  L; Kendale, Amar","A microcontact printing tool having a print unit including a stamp head with a stamp and a wafer chuck for retaining a substrate. The stamp contained by the stamped head movable relative to the substrate by an actuator and a stage. A plurality of sensors detect the position of the stamp relative to substrate. A method of using the printing tool that includes a real-time feedback for consistent and accurate application of force during the printing of the substrate. The stamp head includes a pressure chamber carrying the stamp. The stamp backing is deflected prior to contact of the stamp with the substrate to form a minimum point and the stamp backing and the stamp is returned to a plane to create a printing propagation contact. An apparatus and method of producing the stamp on a stamp backing. The apparatus has a master backing and a stamping backing in close proximity and the stamp material drawn in through a vacuum. The stamp is separated from the master by use of a parting fluid."," ","http://www.ipvisioninc.com/findurl.php?uid=mitDossier:9337","Ben Palleiko","Massachusetts Institute of Technology"
"8640L","Licensable Technology","Microdisplay viewer","Swanson, Gary  J; Gale, Ronald  P","A display viewer has an electronic display including an array of pixel electrodes having an area of less than 400 mm.sup.2. A light source can be used to illuminate the array of pixel electrodes of a liquid crystal display in a preferred embodiment. The viewer has a lens system that enlarges an image on the display and can also include a mirror that reflects the enlarged image from the lens. A display viewer in a preferred embodiment has a planar mirror and a viewing screen. The viewing screen has a diffuser and a Fresnel lens through which the image is viewed."," ","http://www.ipvisioninc.com/findurl.php?uid=mitDossier:8640L","Jose Estabil","Massachusetts Institute of Technology"
"7638L","Licensable Technology","Microelectro-mechanical system actuator device and reconfigurable circuits utilizing same","Bozler, Carl  O; Kushner, Lawrence  J; Parr, Robert  J; Drangmeister, Richard  G","A microelectro-mechanical device which includes a fixed electrode formed on a substrate, the fixed electrode including a transparent, high resistance layer, and a moveable electrode formed with an anisotropic stress in a predetermined direction and disposed adjacent the fixed electrode. The device includes first and second electrically conductive regions which are isolated from one another by the fixed electrode. The moveable electrode moves to cover the fixed electrode and to electrically couple to the second conductive region, thus electrically coupling the first and second conductive regions, in response to a potential being applied across the fixed and moveable electrodes. The fixed electrode is transparent to electromagnetic signals or waves and the moveable electrode impedes or allows transmission of electromagnetic signals or waves. In one embodiment of the invention, the fixed and moveable electrodes are configured within an array of similar devices, and each device or groups of devices in the array are individually addressable to actuate the moveable electrodes. In another embodiment of the invention, there is provided a reconfigurable circuit including an array of actuatable devices which are addressed individually or in selected groups, each of the actuatable devices having a fixed electrode formed on a substrate, the fixed electrode including a transparent, high resistance layer, and a moveable electrode formed with an anisotropic stress in a predetermined direction and disposed adjacent the fixed electrode.","   |   ","http://www.ipvisioninc.com/findurl.php?uid=mitDossier:7638L","Ben Palleiko","Massachusetts Institute of Technology"
"7638L","Licensable Technology","Microelectro-mechanical system actuator device and reconfigurable circuits utilizing same","Bozler, Carl  O; Kushner, Lawrence  J; Parr, Robert  J; Drangmeister, Richard  G","A microelectro-mechanical device which includes a fixed electrode formed on a substrate, the fixed electrode including a transparent, high resistance layer, and a moveable electrode formed with an anisotropic stress in a predetermined direction and disposed adjacent the fixed electrode. The device includes first and second electrically conductive regions which are isolated from one another by the fixed electrode. The moveable electrode moves to cover the fixed electrode and to electrically couple to the second conductive region, thus electrically coupling the first and second conductive regions, in response to a potential being applied across the fixed and moveable electrodes. The fixed electrode is transparent to electromagnetic signals or waves and the moveable electrode impedes or allows transmission of electromagnetic signals or waves.","   |   ","http://www.ipvisioninc.com/findurl.php?uid=mitDossier:7638L","Ben Palleiko","Massachusetts Institute of Technology"
"2016-003","Licensable Technology","Microencapsulation of Hydrogen Peroxide in Various Silica Hydrogels and Xerogels","Nese Orbey","UMass Lowell researchers have developed an improved method of encapsulating H2O2 in silica based off of a previous sol-gel technique. This novel method involves the in situ entrapment of H2O2 in silica hydrogels using sodium, magnesium, calcium, potassium, lithium, beryllium, and aluminum silicate utilizing hydrogen bonding in the silica gel surface. After drying, the hydrogels transform into xerogels to be used in a wider variety of applications. Experimentation performed found that a higher initial concentration of H2O2and a lower sodium content leads to a higher retention and stability of H2O2 at room temperature."," Hydrogen peroxide  |   Silica  |   Hydrogen peroxide","http://uml.flintbox.com/public/project/28782/","Rajnish Kaushik, Ph.D., Assistant Director, OTC, Umass Lowell, Ph:978-934-4708/978-935-6592, Email: Rajnish_Kaushik@uml.edu","University of Massachusetts Lowell"
"CSDL-1919A","licensable technology","Microfabricated Artificial Lung Assist Device, and Methods of Use and Manufacture Thereof","Borenstein, Jeffrey T","The invention provides systems and methods for exchanging gas in an oxygenator device, and methods for preparing and using such oxygenator devices. The systems and methods can be used to transfer oxygen to blood to assist lung function in a patient."," Tissue Engineering  |   Fluidics/Microfluidics","http://appft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2FPTO%2Fsearch-bool.html&r=1&f=G&l=50&co1=AND&d=PG01&s1=%2213%2F116,219%22&OS=%2213/116,219%22&RS=%2213/116,219%22","mkleiman@draper.com","Charles Stark Draper Laboratories"
"11946","Licensable Technology","Microfabricated biopolymer scaffolds and method of making same","Bhatia, Sangeeta  N; Vozzi, Giovanni","The invention is a series of soft lithographic methods for the microfabrication of biopoilymer scaffolds for use in tissue engineering and the development of artificial organs. The methods present a wide range of possibilities to construct two- and three-dimensional scaffolds with desired characteristics according to the final application. The methods utilize an elastomer mold which the biopolymer scaffold is cast. The methods allow for the rapid and inexpensive production of biopolymer scaffolds with limited specialized equipment and user expertise."," ","http://www.ipvisioninc.com/findurl.php?uid=mitDossier:11946","Lauren Foster","Massachusetts Institute of Technology"
"8566","Licensable Technology","Microfabricated chemical reactor","Schmidt, Martin  A; Jensen, Klavs  F; Losey, Matthew  W","A microfabricated chemical reactor includes a plurality of lamina, an inlet port formed in at least one of the lamina, and an outlet port formed in at least one of the lamina. A continuous channel is formed in at least one of the lamina and provides fluid communication between the inlet port and the outlet port. In one configuration of the microfabricated chemical reactor, the reactor includes a particle filter disposed in the continuous channel and formed by one of the lamina, wherein the particle filter restricts flow through the continuous channel and retains catalyst or other particles within the continuous channel."," ","http://www.ipvisioninc.com/findurl.php?uid=mitDossier:8566","Jim Freedman","Massachusetts Institute of Technology"
"INV-12103","Licensable Technology","Microfabricated Electrochemical Sensor for Early Detection of P. aeruginosa Infection","Edgar Daniel Goluch, Thaddaeus Webster","(See linked page for full description.)"," Medical Devices","http://neu.technologypublisher.com/techcase/INV-12103","Mark Saulich, Senior Commercialization Manager, m.saulich@neu.edu, 617-373-4009","Northeastern University"
"T001441","Licensable Technology","Microfabricated Silk Fibroin Devices for BioMEMS","David L. Kaplan","Tufts University Categories:(none specified)Additional Keywords:(none specified)Invention SummaryPlease contact Martin Son for details."," ","http://www.tufts.biz/cgi-bin/tech_search.cgi?r=1&case=T001441","Martin Son617-636-3605martin.son@tufts.edu","Tufts University"
"9726","Licensable Technology","Microfermentors for rapid screening and analysis of biochemical processes","Schmidt, Martin  A; Sinskey, Anthony  J; Laibinis, Paul  E; Jensen, Klavs  F; Ram, Rajeev  J; Szita, Nicolas; Zanzotto, Andrea","The present invention provides a variety of microscale bioreactors (microfermentors) and microscale bioreactor arrays for use in culturing cells. The microfermentors include a vessel for culturing cells and means for providing oxygen to the interior of the vessel at a concentration sufficient to support cell growth, e.g., growth of bacterial cells. Depending on the embodiment, the microfermentor vessel may have various interior volumes less than approximately 1 ml. The microfermentors may include an aeration membrane and optionally a variety of sensing devices. The invention further provides a chamber to contain the microfermentors and microfermentor arrays and to provide environmental control. Certain of the microfermentors include a second chamber that may be used, e.g., to provide oxygen, nutrients, pH control, etc., to the culture vessel and/or to remove metabolites, etc. Various methods of using the microfermentors, e.g., to select optimum cell strains or bioprocess parameters are provided."," ","http://www.ipvisioninc.com/findurl.php?uid=mitDossier:9726","Jim Freedman","Massachusetts Institute of Technology"
"1925","Licensable Technology","Microfluidic arrays for multiplex detection of analyts","Whitesides, George M.","MARKETS ADDRESSED:This invention could be the basis for low cost bioassays performed in doctor's offices, at home, in the factory and by first responders in emergencies.  It can also be used to measure multiple analytes simultaneously for research and in high throughput screening for drug discovery.  It can replace serial dilution of biological samples in immunoassays.INNOVATIONS & ADVANTAGES:This invention is a microfluidic array apparatus and a method of performing multiple analyses on multiple samples simultaneously, utilizing nanoliter volumes of reagents.  It has two embodiments, the first consists of N microfluidic channels, perhaps in a parallel array, in fluidic contact with N' microfluidic channels, perhaps parallel and orthogonal to the N channels, making NxN' contact points where analyses can occur. Contact is controlled by use of membranes, or other dividers, at the contact points so that diffusional mixing predominates and little convectional mixing occurs.  One set of channels could consist of N samples (biological, environmental, etc.) and the other set could carry N' reagents (enzymes, antibody conjugates, etc. perhaps in stationary gels) to perform N' analyses on the N samples.  The invention is further described in Anal. Chem. 2001, 73, 5207-5213. The second embodiment is an apparatus and method for performing a miniaturized, serially diluted immunoassay for measuring multiple antigens or multiple antibodies in small volumes of liquid in one experiment.  Serial dilution of sera, a ubiquitous and tedious procedure, is done automatically by this invention using combinations of microfluidic channels which mix the sera and buffer (utilizing a proprietary mixer,  see PCT/US02/23462). The microfluidic channels containing the serially diluted sera are brought into contact with a series of membranes containing antigens that react with the target antibodies.  See published PCT application PCT/US02/26459 for further details."," Chemistry  |   Nanotechnology  |   Diagnostics/Biomarkers  |   Fluidics/Microfluidics","http://otd.harvard.edu/technologies/tech.php?case=1925","Sam Liss, (617) 495-4371","Harvard University"
"11402T","Licensable Technology","Microfluidic bubble logic devices","Gershenfeld, Neil  A; Prakash, Manu","An all fluid-based no-moving part micro-mechanical logic family of microfluidic bubble logic devices is constructed from complex sequences of microfluidic channels, microfluidic bubble modulators for programming the devices, and microfluidic droplet/bubble memory elements for chemical storage and retrieval. The input is a sequence of bubbles/droplets encoding information, with the output being another sequence of bubbles/droplets. For performing a set of reactions/tasks, the modulators program the device by producing a precisely timed sequence of bubbles/droplets, resulting in a cascade of logic operations within the microfluidic channel sequence, utilizing the generated bubbles as a control. The devices are based on the principle of minimum energy interfaces formed between the two fluid phases enclosed inside precise channel geometries. Various devices, including logic gates, non-volatile bistable memory, shift registers, multiplexers, and ring oscillators have been designed and fabricated."," ","http://www.ipvisioninc.com/findurl.php?uid=mitDossier:11402T","Jack Turner","Massachusetts Institute of Technology"
"2004-1201","Licensable Technology","Microfluidic Chip for Optimizing Protein Crystallization Conditions","Fraden, Seth; Shim, Jung-uk; Cristobal, Galder (Harvard); Link, Darren R. (Harvard); Weitz, David (Harvard)","• The Situation: Protein crystallization is a nonequillibrium process requiring one set of conditions for crystal nucleation and another set for crystal growth. Current methods for optimizing protein crystallization conditions are laborious and are not conducive to automation or high throughput screening.

• Our Solution: We developed a microfluidic device, the Phase Chip, which offers dynamic and precise control over the concentration of solvent and solute, allowing optimization of protein crystallization conditions by high-throughput screening methods.

Background:
Sixty percent of drugs target an important class of membrane proteins know as G protein-coupled receptors (GPCRs), representing $47 billion in annual sales. However, due to vast difficulties in obtaining high quality and stable protein crystals for X-ray crystallography, only a few of membrane protein structures have been solved. An efficient and automated method for optimizing protein crystallization conditions will be invaluable for developing specific drug targets. A microfluidic chip, which consists of very small fluid channels and small reaction chambers at a high density (1000 microwells per square inch), can be implemented in the protein crystallization optimization process. Microfluidic systems offer many advantages over conventional crystallization techniques and allow automated screening of many sample conditions simultaneously, resulting in faster, cheaper, and reproducible analyses. 

Applications:
• Phase Chip is designed for the optimization of protein crystallization conditions.
• To determine phase diagrams of a wide variety of other multicomponent fluids, such as surfactants, liquid crystals,  polymer solutions, drug polymorphs. 

Advantages:
• Lab-on-a-chip technology allowing high-throughput screening and automation.
• Uses 1,000 times less protein than standard crystallography.
• Phase Chip can store hundreds of sub-nanoliter drops in individual wells and permits hundreds of crystallization conditions to be tested per chip.
• Decouples crystal nucleation and growth in a precisely controlled and reversible way, allowing independent optimization of the two processes to produce high quality and stable crystals for X-ray crystallography.
• Prototype has been built and tested successfully.

Technology:
The Phase Chip is a microfluidic device that allows high throughput screening of protein crystallization conditions. The device is manufactured using soft-lithography, and contains microwells for the storage of microdrops of protein-solvent mixtures. The bottom of a microwell is a semi-permeable membrane separating the storage cell from a reservoir. The water in the microdrop and in the reservoir are in chemical equilibrium via the membrane. By varying the chemical potential of the reservoir, the concentration of solutes in the microdrop can be precisely manipulated and in a reversible way. Because crystallization is a nonequilibrium process it is necessary to screen the duration and length of quenches of the metastable solution into deep supersaturation. The Phase Chip is designed to systematically screen the two parameters of quench time and depth and exploits the benefits of microfluidics, such as low volume, high throughput and ease of automation, to produce faster and less costly analyses. Using the Phase Chip, we can control the nucleation and crystal growing processes independently, allowing optimal conditions for membrane protein crystallization. 

PATENT STATUS
• International patent pending"," Instrumentation  |   Microfluidics  |   Microfluidics","http://www.brandeis.edu/offices/otl/industry/Fraden20041201.html","To discuss this technology with a licensing officer, please call Irene Abrams at (781)-736-2176 or email iabrams@brandeis.edu and ask about record ID: 2004-1201.","Brandeis University"
"CSDL-2051","licensable technology","Microfluidic Device Facilitating Gas Exchange, and Methods of Use and Manufacture Thereof","Charest, Joseph L.","The invention provides systems and methods for exchanging gas in a microfluidic device, and methods for preparing such microfluidic devices. The systems and methods can be used to transfer oxygen to blood to assist lung function in a patient."," Tissue Engineering  |   Fluidics/Microfluidics","http://appft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2FPTO%2Fsearch-bool.html&r=1&f=G&l=50&co1=AND&d=PG01&s1=%2212%2F981,903%22&OS=%2212/981,903%22&RS=%2212/981,903%22","mkleiman@draper.com","Charles Stark Draper Laboratories"
"03814","Licensable Technology","Microfluidic Device for Droplet Encapsulation","Dicarlo, Dino ; Irimia, Daniel ; Toner, Mehmet ; Edd, Jon","Technology:
The microfludic device was designed for the encapsulation of particles within liquid droplets. The channel is designed in a snakelike pattern where the inlet of cells is very random and as the cells micrate through the channel they form in an orderly linear pattern.  Encapsulation of cells within picoliter-size monodisperse drops provides new means to perform quantitative biological stuides on a single-cell basis for large cell populations. Variability in the number of cells per drop due to stochastic cell loading is a major barrier to these techniques. This device overcomes this limitation by evenly spacing cells as they travel within a high aspect-ratio microchannel.

Applications:
The primary application is the study of single cells in drops by drop based microfluidics.
-	High throughput single cell biology
-	Cell Analysis
-	Creation of tissue engineered contructs by ?printing? cells

Advantages:
-	Increase the number of drops that contain cells
-	Each drop contains only one cell
-	Cells can self organize into two evenly-spaced streams
-	Passive method to control single cells loaded into a drop

Publication:
Lab Chip. ?Controlled encapsulation of single cells into monodisperse picoliter drop?s  2008 August; 8(8): 1262?1264."," Research Tool/Screening Tool","http://www.partners.org/techtransfer/availabletechnologies/default.asp","Daniel Castro, dcastro@partners.org, 617-954-9325","Massachusetts General Hospital"
"CSDL-1943","licensable technology","Microfluidic Devices and Methods for Fabricating the Same","Borenstein, Jeffrey T","A microfluidic device includes, in one embodiment, a first silk film coupled to a second silk film with at least one microchannel therebetween."," Tissue Engineering  |   Fluidics/Microfluidics","http://appft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2FPTO%2Fsearch-bool.html&r=1&f=G&l=50&co1=AND&d=PG01&s1=%2211%2F944,095%22&OS=%2211/944,095%22&RS=%2211/944,095%22","mkleiman@draper.com","Charles Stark Draper Laboratories"
"BC2004.003/fou","Licensable Technology","Microfluidic Devices and Methods of Fabrication","Fourkas, John; Lafratta, Christopher","This invention describes a method of producing master molds using a Multiphoton Absorption Polymerization (MAP) technology to build 3-dimensional structures with very thin separation membranes under complex shapes like loops and overhangs for example to enable mold removal."," Fluidics/Microfluidics  |   Physics  |   Physics","https://htmldbprod.bc.edu/pls/htmldb/ottl.osddoc?id=8877&p=3","Jason Wen, jason.wen@bc.edu,617-552-1682","Boston College"
"CCMC   1350","Licensable Technology","Microfluidic devices for magnetic separation in continuous flow","Ingber, Donald","High efficiency separation of cells, proteins or other components from the blood stream would be valuable  for the isolation of rare cells (stem cells, fetal cells in maternal circulation, etc) or for cleansing the blood (of bacteria in sepsis, toxins, viruses, infected cells, etc.).||  

The inventors have developed a prototype device using microfabricated microfluidic channels with magnetic separation to allow continuous flow blood filtering with high volume throughput."," Medical Devices  |   Therapeutics - Methods","http://www.childrensinnovations.org/SearchDetails.aspx?id=1350","Dietz, Ryan, ryan.dietz@childrens.harvard.edu","Children's Hospital Boston"
"21572","Licensable Technology","Microfluidic Point of Care Viral Load Quantification from Whole Blood","Inci, Fatih ; Demirci, Utkan","Technology:

This is a rapid microfluidic chip platform. This device has been demonstrated to detect HIV particles in blood with sensitivity equal to that of PCR based strategies, (50 copies/ml). There are two components in this device system: a disposable microfluidic chip and a small dedicated reader that measures a shift in incident light wavelength created by respective viral particles.  Nano-scale surface chemistry enables high-precision viral particle counting and could also be adapted to detect leukocytes, bacteria, and circulating cancer cells.  

Populations that stand to benefit from the commercialization of this technology include newborns infected with HIV via mother-to-child transmission (MTCT) and through adaptation patients in rural settings suffering from blood-borne infections and diseases of many kinds.  It is estimated that over 450,000 infants are infected through MTCT annually. To reduce morbidity and improve quality of life for persons living with HIV/AIDS, the World Health Organization (WHO) is rapidly expanding access to antiretroviral therapy (ART) in developing countries accounting for over 67% of HIV-1 infections. However, the expansion is significantly restricted by the lack of cost-effective POC viral load assays that can effectively reach patients living in rural, isolated settings.

Applications: 

Broadly, this technology could quantify any specific particle-like structure in a fluid sample, at the point of care or in the field.

Point of Care Quantification of:
-	 Viral Load
-	Blood Components
-	Blood Borne Pathogens

Advantages: 

This device system is easy to use and simple. There is no sample preprocessing and the quantification of viral load is competed in 3 minutes. This is a highly adaptable platform that can be used to detect viruses, bacteria, yeast, protozoa, and human cells in bodily fluids. The microfluidic chip is read using a relatively inexpensive optics with a precision equal to that of PCR."," Diagnostic","http://www.partners.org/techtransfer/availabletechnologies/default.asp","Nimra Taqi, ntaqi@partners.org","Brigham and Women's Hospital"
"9576","Licensable Technology","Microfluidic pumps and mixers driven by induced-charge electro-osmosis","Bazant, Martin  Z; Squires, Todd  M","A microfluidic device includes one or more microchannels providing a passageway for transmitting an electrolyte fluid. A field source provides a defined field in the one or more microchannels, wherein at least one conductor element that is placed in at least one specific location in the device. Interactions between the defined field and the at least one conductor element produce electro-osmotic flows so that the electrolyte fluid is driven across the one or more microchannels."," ","http://www.ipvisioninc.com/findurl.php?uid=mitDossier:9576","Jim Freedman","Massachusetts Institute of Technology"
"4494","Licensable Technology","Microfluidics assisted cell screening","Paulsson, Johan","MARKETS ADDRESSED:Cell-based screening is used in biological research and drug discovery, trying to identify substances (e.g. small molecules, peptides, RNAi) that induce a particular phenotypic change within a cell. Typically such phenotypic changes are monitored through the use of fluorescent indicators and/or changes in cell morphology. To enable substances to be screened in a high-throughput manner, current screening technologies rely on one either automated digital fluorescent microscopy and/or flow cytometry. Both of these methods have their pros and cons: Microscopy is highly sensitive – allowing detection of single fluorescent molecules – and provides superior information in terms of cell morphology and size, as well as protein localization and abundance. In contrast, flow cytometry enables much higher throughput screening, with analysis and sorting of >500,000 cells per minute. An ideal screening technology would therefore combine the best features of both these methods.As a new platform for cell-based, high-throughput screening (HTS) it can be used in the pharmaceutical and biotechnology industries for the identification of lead drugs, perform toxicity tests, screen for antibiotics effects, and carry out functional genomics screens. To date, the platform has been shown to work well for bacterial cells, and yeast.INNOVATIONS & ADVANTAGES:Dr. Paulsson and colleagues have developed a microfluidic platform that enables high throughput microscopy-based screening. The platform – named MACS for microfluidics-assisted cell screening - utilizes a soft flexible polymer to trap cells flowing through a channel, once trapped; the cells are imaged and then released. By repeating this process over and over again, Paulsson and his colleagues are able to image thousands of cells each minute, detecting rare events and mutations, which is many more than conventional microscopy typically allows. So far, imaging ability of the machine was tested on both prokaryotes and eukaryotic cells. This device, retaining full benefits of  classic microscopy, enables for the first time, the localization of single molecules in cells in combination with high-throughput screening, while most other FACS/imaging methods struggle to even determine the rough size and shape of cells. It also allows for analysis of growth rates via an upstream growth chamber where the culture turbidity can be measured. Some other benefits include: minimal lag time between sample preparation and imaging [thanks to automation], since the device is simply mounted on top of the microscope, it can keep up with improvements in microscopy. Most importantly, the platform is highy flexible and costs a tiny fraction of other devices."," Instrumentation  |   Research Tools  |   Sensing/Imaging  |   Research Tools","http://otd.harvard.edu/technologies/tech.php?case=4494","Michal Preminger, (617) 432-0920","Harvard University"
"6972","Licensable Technology","Microlaser","Feld, Michael  S; Dasari, Ramachandra  Rao; An, Kyungwon; Childs, James  J","In a single-atom microlaser, a pair of opposed reflectors define a high-finesse or ""high-Q"" optical cavity therebetween. A source delivers a stream of multiple-energy-level atoms or particles into the cavity. Each individual atom in the stream is excited by a pump from a lower energy level to an upper energy level before injection into the cavity. The cavity resonance frequency is substantially matched to the frequency of a photon emitted by each atom as it enters the cavity. The photon is emitted due to a transition in energy between the upper level and lower level of each atom. In this manner, upon entry of a sequence of individual atoms into the cavity for example, the average number of photons resonating in the cavity exceeds one and the average number of atoms in the cavity is less than one. The photons are sustained in the high-Q cavity for a long enough time period such that the photon field interacts with the next atom in the stream. A beam of coherent light in the optical frequency spectrum is emitted from the cavity."," ","http://www.ipvisioninc.com/findurl.php?uid=mitDossier:6972","Tom Tachovsky","Massachusetts Institute of Technology"
"11393","Licensable Technology","Micromachined bilayer unit of engineered tissues","Vacanti, Joseph  P; Borenstein, Jeffrey  T; Weinberg, Eli  J; Kaazempur-Mofrad, Mohammad  R; Orrick, Brian; Pritchard, Eleanor  M; Barnard, Edward  J; Krebs, Nicholas  J; Marentis, Theodore  Cosmo","Methods and materials for making an apparatus which duplicates the functionality of a physiological system id provided."," ","http://www.ipvisioninc.com/findurl.php?uid=mitDossier:11393","Lauren Foster","Massachusetts Institute of Technology"
"T001500","Licensable Technology","Micromachined Shear Stress Sensors for Characterization of Surface Forces During Chemical Mechanical Polishing","Robert D. White","Tufts University Categories:semiconductor:lithographysemiconductor:MEMssemiconductor:processingsensorsAdditional Keywords:(none specified)Invention SummaryBackground:As feature sizes in the semiconductor industry continue to shrink, the importance of planarizing substrates both globally and locally grows.  Chemical mechanical planarization (CMP) is now the foremost nanomanufacturing process worldwide.  It has an annual economic impact over $1 billion and individual CMP processes are well established within certain enterprises.  Still, the ability to change CMP parameters and predict the effect this will have on material removal rates is not yet realized.  The CMP process is widely used and removal rates for certain systems have been characterized experimentally in terms of many of the polishing parameters, but a comprehensive model involving all variables and their effects on material removal rate and non-uniformity is lacking.Due to this limited understanding of a very important process, it is important to have as much in situ measurement data as possible.  This is useful in a production environment to be able to detect normal aging of the polishing pad or conditioner to know when to change them.  It would also be useful for detecting unexpected conditions that would result in a poor polish which could result in loss of product.  Invention:The invention consists of an array of micromachined shear stress sensors.  Each shear stress sensor in the array is a poly-dimethyl-siloxane (PDMS) post-in-well  µm scale structure.  It is intended for characterization of the local pad-wafer contact forces present during chemical-mechanical polishing.  Forces acting at the tips of the posts cause deflection of the tip.  This deflection is measured optically by a high speed camera, integrated with a microscope objective, relay lens, beam splitter, and fiber optic light source attached mechanically to the polishing rig.  Real-time images are captured at 10,000 frames per second. Sensors are able to measure forces ranging from 4 to 400 µN.The major advantages of the design are: (1) the small size, allowing high spatial resolution (2) the high resonant frequency and camera rate, allowing high temporal resolution (3) the chemically and electrically inert nature of the structure, allowing it to be used in the polishing environment."," Semiconductors  |   Semiconductors  |   Semiconductors","http://www.tufts.biz/cgi-bin/tech_search.cgi?r=1&case=T001500","Martin Son617-636-3605martin.son@tufts.edu","Tufts University"
"03732","Licensable Technology","Micrometer-Scale Tissue Mesh Expansion","Anderson, Richard Rox; Farinelli, William A.; Willey, Andrea","Technology:
The Wellman Center for Photomedicine has developed a suite of disposable medical devices which provide a cutting system for improved tissue expansion in wound repair and scar remediation.  Sub-millimeter sized blades provide a means to expand tissue in situ without scarring.  Devices can be designed with various blade sizes and cutting patterns to suit the clinical application.

A prototype has been developed and tested on excised skin.  Results showed expansion between 30% and 50% in adult abdominal skin.  Further studies are planned to examine the expansion characteristics of different skin thicknesses.

Applications:
In Vivo
 - Meshing contracted connective tissue as in burn scars
 - Meshing tissue around a large wound to improve closure and reduce scarring
 - Used in lieu of flap surgery (as in cancer excisions) with reduced morbidity
   
Ex Vivo
 - Meshing split thickness skin grafts with improved aesthetic outcome (eliminates chicken wire effect)
 - Micron-sized blades allow meshing of full-thickness skin grafts without blood vessel damage

Advantages:
 - Single-use disposable results in recurring product revenue
 - Physicians will save time
 - Faster healing and less scarring leads to improved surgical outcomes
 - Technology forms the basis for a micro-meshing surgical tool product line"," Medical Device","http://www.partners.org/techtransfer/availabletechnologies/default.asp","Ulysses Sallum, usallum@partners.org, 617-954-9535","Massachusetts General Hospital"
"7106","Licensable Technology","Microphase stabilized ferroelectric liquid crystals","Thomas, Edwin  L; Ober, Christopher  Kemper","A microphase stabilized ferroelectric liquid crystal (MSFLC) and optical device prepared therefrom are provided. The MSFLC includes a block copolymer, comprising at least one non-liquid crystal polymer block and at least one liquid crystalline polymer block including a chiral mesogenic side group, the block copolymer comprising domains of the non-liquid crystalline block of the non-liquid crystalline polymer and domains of chiral mesogenic polymer such that the domains form an inverted cylinder morphology. The volume percent and block size of the chiral mesogenic group are selected such that the spacings between cylinders is sufficient to permit switching of the chiral mesogenic group between two stable orientations."," ","http://www.ipvisioninc.com/findurl.php?uid=mitDossier:7106","Jose Estabil","Massachusetts Institute of Technology"
"21088","Licensable Technology","MicroRNA Inhibitor to Increase Angiogenesis and Treat Ischemic Cardiovascular Disease","Icli, Basak ; Feinberg, Mark W.","Technology:
The technology is a microRNA-26 inhibitor to treat ischemic conditions caused by cardiovascular disease. Research has shown that elevated levels of microRNA-26a are correlated with impaired angiogenesis.   The inventors have shown that using a microRNA-26 inhibitor in a mouse model significantly reduces the infarct size and necrosis associated with myocardial infarction.  Also, they have human data that proves the correlation of elevated levels of microRNA-26a in patients with acute coronary symptoms to healthy controls. These data suggest microRNA-26a inhibitors could be used as a therapeutic to treat cardiovascular disease associated with reduced angiogenesis.

Application:
Treatment of cardiovascular diseases associated with impaired angiogenesis

Advantages:
-	There is no approved drug that directly targets increasing blood flow to heart.
-	 miR-26a inhibitors can beadministered either intravenously or intracoronary to promote blood flow and angiogenesis ? for example at the time or after percutaneous balloon angioplasty/stenting (PCI) such as in response to acute coronary syndromes or ischemic coronary artery disease."," Therapeutic","http://www.partners.org/techtransfer/availabletechnologies/default.asp","Yogesh Sharma, ysharma@partners.org, 617-954-9382","Brigham and Women's Hospital"
"21174","Licensable Technology","MicroRNA Targets for Treatment and Diagnosis of Amyotrophic Lateral Sclerosis (ALS)","Butovsky, Oleg ; Cudkowicz, Merit Ester; Weiner, Howard L.; Berry, James","Inventor(s): 
Howard L. Weiner and Oleg Butovsky
Technology: 
MicroRNA Targets for Treatment and Diagnosis of Amyotrophic Lateral Sclerosis (ALS)
The technology utilizes unique miRNA signatures identified in inflammatory monocytes and cerebrospinal fluid (CSF) of ALS patients. At present, there is no definitive diagnostic test for ALS and the increased expression of these unique miRNA signatures may serve as putative biomarkers to diagnose ALS.
mir155 was significantly upregulated in the blood and CSF of both the SOD mouse model and in ALS patient. Decreasing the levels of mir155 resulted in a dramatic delay in disease onset and improved survival.
Applications:
?	Diagnostic assay for early stage ALS.
?	Screening assay to identify lead compounds for treatment of ALS. 
?	Therapeutic agent:  mir155 antigomer for the treatment of ALS.

Advantages: 
?	Definitive test for ALS.
?	Biomarker in drug development
o	Improve safety 
o	Improve efficacy
o	Improve designing of new trials for potential therapies. 
o	Improve monitoring of new treatments.

?	No cure for ALS. Development of an ALS drug will provide patients with much needed treatment options.



CONTACT:
Reference Invention: BWH 21174
Sylvia Eash, Ph.D.
Phone: 617-954-9536
seash@partners.org"," Diagnostic","http://www.partners.org/techtransfer/availabletechnologies/default.asp","Sylvia Eash, seash@partners.org, 617-954-9536","Brigham and Women's Hospital"
